,Unnamed: 0,freq0,freq1,freq2,freq3,freq4,freq5,freq6,freq7,freq8,freq9,genre
963,963,-2484154,-492852,8659,-25165,-24064,-90754,1561,-9341,-20000,-25405,rock
964,964,-2823712,-1243067,-1180735,-46250,-176900,-91236,208347,1123,-1989,-5293,rock
965,965,-119250,59773,-1249058,168991,-197151,-609557,277168,6394,-31577,16367,rock
966,966,-338526,-329557,-187599,43306,28252,54360,10320,25923,1147,246,rock
967,967,-334558,302347,-110588,-295189,-305593,-46440,183348,74202,11297,31685,rock
968,968,-5896596,-79418,-56019,426056,-67012,-33536,-38810,98532,57788,17204,rock
969,969,-2217514,156466,288029,31356,-108002,102684,-170366,7197,-33050,7226,rock
970,970,-2313260,19760,-380959,-68501,35880,266554,-113228,51038,10969,1129,rock
971,971,2531518,3061893,100415,-192783,-84182,397266,-163440,-15895,-117559,-44210,rock
972,972,-5120198,-187899,1208944,-199352,85165,-58262,-58760,143726,-18695,22277,rock
973,973,-6916856,274882,-830320,299503,-99174,746930,210660,55258,3194,31806,rock
974,974,376862,-377096,-537841,-124124,-29486,643514,-56530,-100564,26026,6532,rock
975,975,155058,-53005,-585658,-80000,295323,71777,133127,28887,13077,13513,rock
976,976,-6604882,-176253,261150,-93314,214492,-167768,143962,27475,-12762,-4929,rock
977,977,635990,-1687835,-123113,734583,-354178,478306,-137157,-161871,70585,-13109,rock
978,978,9818858,-411877,127070,4268,-89938,21329,-41347,-6327,75437,12060,rock
979,979,-2511832,-12488,-848981,-198939,94641,2432,39296,199567,-59521,-22279,rock
980,980,2174392,-756480,-958259,144954,154711,393159,-55014,-242421,-57227,-14109,rock
981,981,1045618,-68733,-106797,-481173,520087,314001,114891,-183133,46884,643,rock
982,982,2205250,507717,-106670,-63519,87814,-225054,-144179,-42272,-16911,26705,rock
983,983,-1873428,-138563,-463751,142023,-338915,2819,107376,58785,80148,21310,rock
984,984,-4923858,-100639,138385,-288586,-288171,-179337,-296080,-73398,57228,-13592,rock
985,985,-1226904,-715063,325375,122065,134840,30707,50270,-148620,835,-9850,rock
986,986,-310536,-643715,-415680,162207,-444459,74759,102903,-33546,112684,-9999,rock
987,987,-49738,-2094113,803172,-450970,-141264,-103748,244881,-231806,42809,-2199,rock
988,988,173090,908459,385493,457324,-241368,-156913,-125969,205168,56530,-14581,rock
989,989,442352,-742800,-73899,338595,139484,155383,57874,-23420,-9544,-15561,rock
990,990,-12444266,-276555,22496,349527,100767,162805,35665,-5355,52485,-18497,rock
991,991,2820916,810478,-159734,-321201,-350061,341713,234236,-55079,-7146,-20530,rock
992,992,751276,68760,1099833,-666014,64332,29496,20326,157473,16108,1138,rock
993,993,-2984146,-613560,602817,-29455,86432,19636,-32735,26544,54789,7366,rock
994,994,-35776,-414808,295987,1135438,38964,-344714,-12947,86357,-37021,43308,rock
995,995,1170018,136403,111996,-43833,-97615,-51942,6634,465,-3507,-14480,rock
996,996,398442,-229431,-438236,-153745,42974,-86857,-31667,-8892,-8248,2534,rock
997,997,1570092,-1029358,284089,451876,16726,-9,-99683,10236,-7436,-15219,rock
998,998,786376,560986,-357867,-108272,53708,-39729,-4028,72778,13699,-798,rock
999,999,-91204,-225661,52461,-3270,-128068,78421,-90964,51651,8025,12366,rock
