,feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,genre
816,58789,-22648,-27945,24508,-26572,28741,-21199,31301,-41014,17919,-4500,24130,-13405,reggae
817,55137,-8032,-41908,11180,-18178,36410,-35549,27905,-23829,28432,-11411,21048,-19683,reggae
818,53178,-10182,-16956,35006,-20245,21882,-51947,25544,-40736,25969,-18833,16949,-15293,reggae
819,53737,-5625,-13250,13394,-7938,38717,-26673,22294,-21561,36133,-17415,14936,-8049,reggae
820,53616,-476,-12047,9712,-24902,45742,-35150,25541,-27668,33840,-8566,34603,-13127,reggae
821,57774,-15612,-44628,16544,-26379,23894,-31596,21427,-32975,24225,-33194,11221,-35528,reggae
822,57998,-22387,-37146,26829,-12927,32181,-25200,41703,-23912,37200,-9937,37286,-7428,reggae
823,55072,-39198,-34837,33896,17370,31735,-23779,33459,-38042,39715,-26758,27216,-15835,reggae
824,54137,-5643,-30114,24257,-19104,22599,-52263,8175,-30345,25235,-19376,30015,-17308,reggae
825,53830,1,-39283,18441,-20200,30969,-23098,33725,-20846,31675,-12889,19369,-24203,reggae
826,54490,-12137,-32056,35172,-19072,35249,-27115,14713,-14942,32320,-19225,18726,-11769,reggae
827,53616,-20557,-9473,21143,-21603,23365,-35591,18057,-30246,36553,-15707,8162,-25054,reggae
828,47974,-5747,-28144,53384,976,32738,-9705,31284,-24274,28687,-26750,15008,-15994,reggae
829,50386,-7709,1215,48656,-5245,43202,-30884,42492,-26777,18265,-20774,25276,-23270,reggae
830,48981,-15067,4516,42305,-7336,42607,-12632,29277,-27191,26495,-1220,20650,-10106,reggae
831,49715,-7078,-16964,32068,2040,45073,-795,32558,-20474,26831,-11773,13210,-14041,reggae
832,47690,1111,-40352,32297,-3751,39167,-14641,28221,-21601,10505,-25646,15481,-18713,reggae
833,48223,-7013,914,34473,-19649,55344,-26690,47386,-42399,18282,-18160,23774,-16159,reggae
834,48010,13273,-24002,36577,-10006,20677,-6529,43324,-17608,22818,-20292,9871,-13476,reggae
835,48491,-3421,-24575,31020,-22060,31930,-14446,29643,-19622,16257,-18843,13826,-25147,reggae
836,49175,-15391,-13441,44370,-18561,41393,-10482,33195,-36426,21866,-13662,24871,-3723,reggae
837,48257,-13575,-22015,45613,-2532,45869,-3715,44320,760,17425,-16220,17473,-11066,reggae
838,49571,-2447,-22356,22214,-31634,26766,-16734,41586,-17823,37928,-16114,12200,-19779,reggae
839,47285,-1411,56836,16671,3901,28061,-39463,52620,8120,62302,3827,34482,-10632,reggae
840,47088,-4495,-46534,23975,-45335,-9210,-50983,-7876,-55078,-3533,-30673,28642,-15426,reggae
841,53728,-14004,-8632,63264,-18286,-5092,-9385,27476,-4140,-3036,1669,4263,5348,reggae
842,53297,-28769,-44962,-8503,26876,15135,6760,-4598,-1068,1035,2610,-515,-7617,reggae
843,54587,19119,-72051,17435,15106,-33318,-5106,-933,5535,-29362,-10777,20672,20004,reggae
844,56227,-28632,814,9204,557,-4483,1516,3349,-1891,-4063,3487,-8470,-479,reggae
845,59468,-78001,6321,23554,-3201,1945,-7869,-772,2575,-616,2353,1480,9059,reggae
846,53699,-26274,-1384,33491,-12225,5438,-35130,-24443,-7020,-4172,3508,-4606,-11570,reggae
847,56579,-31320,-33975,40590,-14622,-25393,-38520,-8101,-23365,-18265,1461,-36,-6383,reggae
848,57126,-38995,-11813,29304,-8424,17998,-33962,459,-14304,16931,-788,19056,3065,reggae
849,55758,-21535,5835,10902,-3669,-36968,-3809,-1915,-12017,-23686,-5858,-11298,-14191,reggae
850,56978,-36606,-24668,1376,-1676,-5513,-8262,242,147,2455,9161,9796,2633,reggae
851,58203,-94064,11315,28979,-10314,36280,27983,16173,3445,1498,5256,16134,8658,reggae
852,59654,-48893,20273,-4582,8510,-6406,496,11182,2416,-14472,14530,14643,8129,reggae
853,47969,-12972,-16036,13563,15128,-5164,8884,1343,-3956,19497,-5266,22675,-718,reggae
854,53688,-24684,-14555,-13342,29936,14460,-1487,-3801,335,21881,-6501,2322,9545,reggae
855,55276,-28086,15722,4076,-11034,4525,-8126,-9666,3696,593,14489,11575,10003,reggae
856,53532,-14214,-19999,-4388,-4684,-788,232,884,-4255,9621,-1324,-570,11370,reggae
857,53332,-14405,-7271,-1672,-3066,-7461,-986,-13527,5727,10987,10653,-1206,650,reggae
858,54056,-26649,-3506,-18882,12041,3442,-11512,-16570,-6565,-2743,-1153,6795,-10746,reggae
859,57741,-30354,-22594,-16554,-14770,-2661,-12697,-5246,-17261,706,5440,-7414,3695,reggae
860,47337,-23975,-39995,17978,-26694,457,-38665,-37258,-12239,-5474,-17348,-14535,6558,reggae
861,60525,-41884,-12372,8399,4648,-22610,-15965,480,-8967,476,18976,611,-2703,reggae
862,47784,-20602,-7380,19530,35238,590,11720,22751,9275,1055,13857,10496,3515,reggae
863,53770,-4458,-57365,17715,38,-25608,-7769,-1669,-7839,-1154,11262,4488,18083,reggae
864,61055,-44868,3883,-1739,35400,12112,-13677,-74,23113,1404,11659,16355,6898,reggae
865,59811,-8069,-40705,4814,10357,-5881,3506,24342,-2937,3518,17961,13472,-63,reggae
866,54604,2533,-46174,13814,-9923,7603,-24333,24899,1074,2369,-4595,1455,4353,reggae
867,54841,-737,-22391,-5499,33248,-29406,4248,-9197,4417,-2835,-3588,16387,7430,reggae
868,52926,-16804,-22815,2707,-19718,24665,-2828,13370,9278,17369,10735,17003,-4314,reggae
869,55692,-23074,2133,11389,-14230,-13602,-29553,56962,-2519,-31014,56694,-19476,13154,reggae
870,55772,-22167,-14053,13150,-3402,18853,18459,19910,-2891,19099,24039,3965,10258,reggae
871,57473,-46858,5411,26097,19318,4219,-14906,28037,-9596,1242,27900,7972,9332,reggae
872,58233,-38413,-10517,-22817,8708,-17338,-22213,6068,-13757,-9271,6921,-6167,-4214,reggae
873,56616,-24227,5435,10835,-5394,15009,-544,13501,11578,24709,12733,25525,11643,reggae
874,56615,-24176,5292,10718,-5531,14808,-517,13481,11647,24567,12452,25321,11762,reggae
875,60359,-28987,-55619,-10385,-23698,-3915,-6486,19633,-15999,-3523,22251,-6061,27261,reggae
876,57908,-29440,2268,20733,-14277,-2641,-12764,2526,5481,19567,-1337,-6376,-4447,reggae
877,53608,-10396,-23426,41564,2300,1758,5469,-10709,-7434,-7656,-11668,-12847,-725,reggae
878,54279,-24188,-31998,45329,9566,24570,-1530,-2207,-10660,17785,-16462,-7313,2164,reggae
879,55778,-50048,-58617,34628,-36686,40645,14320,-4012,21172,8535,1749,6918,-5348,reggae
880,57858,-38115,-17163,9702,-7819,-1355,22037,39860,-4127,27053,22702,7148,9158,reggae
881,57401,-37750,-17622,10358,-8644,-1548,21257,41604,-6829,30010,21655,8435,9303,reggae
882,57401,-37750,-17622,10358,-8644,-1548,21257,41604,-6829,30010,21655,8435,9303,reggae
883,49259,18573,-13782,1523,-52361,-24505,5985,-5301,-8111,-3359,5903,-3372,-16923,reggae
884,54697,-4304,-22931,25736,-34341,-9332,-8905,-11164,-28872,-2368,6899,-14665,-14940,reggae
885,54926,756,-82682,63421,-1146,-21242,23604,-7822,-1013,15983,-2964,18271,-186,reggae
886,66222,-58738,-42606,-25828,22544,4774,3015,-9284,2848,-44,-3278,-9496,-1133,reggae
887,59105,-42027,11599,-7052,-25457,-12240,-6545,-24290,-4911,14276,12668,732,5042,reggae
888,60403,-57585,-6386,-33612,-12380,-20334,-12701,-3184,-8941,2599,1429,-1311,5767,reggae
889,51963,33177,-33980,26483,-21298,15624,-10213,1721,-4424,-6924,-216,-1327,436,reggae
890,57082,-41151,-12504,3933,7572,20599,-36631,21076,6448,212,15992,-6072,208,reggae
891,54475,-25161,-58815,9620,-29430,6348,-7383,20850,-12683,-1458,15649,-1618,23618,reggae
892,56059,-19619,-65474,15766,-34776,10511,-10186,24062,-13477,-1511,16261,-2493,24351,reggae
893,55053,-3244,-30128,-28599,18160,-43788,12038,-1398,-23533,26386,5745,-7337,-2015,reggae
894,57411,-8257,-45991,-3993,14043,2635,-11375,-3695,-2006,19797,-19502,-2824,16204,reggae
895,58783,-35162,-3179,12600,-15462,-13979,-9760,-8981,-1179,-1234,-10718,-12847,-5514,reggae
896,55544,4312,-71829,86131,-3845,14118,11727,5993,2727,6964,8795,19032,-642,reggae
897,55893,-9905,-43367,24121,-43116,-33112,-29569,-37271,-25429,-30566,-32298,-4808,5860,reggae
898,55034,-22239,-15599,23682,-8700,8960,-2054,15272,1291,8917,9272,22667,6284,reggae
899,61242,-29364,-75275,55731,-25873,57221,-20768,1242,-1643,24707,-7477,20200,-3838,reggae
900,56189,-13533,-38571,19573,-32510,16677,-49656,13014,-43061,18580,-33178,17297,-26144,rock
901,56161,7378,-39350,23443,-20955,33275,-46585,12298,-48547,10249,-18481,24122,-18211,rock
902,55324,-6956,-44580,23599,-26254,17371,-42126,27892,-28273,28387,-20140,29593,-9644,rock
903,53135,6574,-10847,17732,-16728,42144,-19617,34279,-48992,21971,-16810,27825,-15910,rock
904,55205,6929,-7221,48662,-16998,45331,-43537,10819,-37504,5166,-31354,27290,-21903,rock
905,59640,18990,-74487,-4061,-24213,18364,-68496,24433,-24295,14609,-12012,26302,-10793,rock
906,58748,11007,-71056,24706,-38476,-5763,-46658,25846,-32973,-1356,-43937,11038,-20571,rock
907,54306,19200,-24280,15428,-17254,13079,-53227,17851,-54742,10236,-33456,12748,-27700,rock
908,61622,1512,-58104,-12827,-48369,38464,-46082,17173,-43999,32737,-9995,32268,-15748,rock
909,52416,32992,-20228,-484,-33892,33594,-20819,18522,-36363,236,-28466,19672,-17182,rock
910,56375,-8750,-17518,23394,-26787,13139,-48451,32983,-25717,21561,-60796,1850,-29851,rock
911,53494,396,-6472,31089,-10012,14107,-36066,35105,-42541,10744,-58217,1748,-37675,rock
912,50800,-6292,-20911,35304,-9491,25796,-42082,19824,-32784,1114,-45645,-111,-34030,rock
913,52484,-15115,30676,59537,-24192,12684,-37286,21752,-23861,28336,-40790,10855,-25994,rock
914,48365,-8024,-24795,43672,-24500,10071,-40765,16623,-23615,5889,-44634,17638,-20274,rock
915,53943,-17327,-33082,19976,-34895,-10969,-55841,4952,-31696,10976,-45936,30712,-34874,rock
916,62165,-31889,-55822,16585,-39685,15563,-43293,43206,-45544,26901,-28665,9509,-25080,rock
917,61511,-22871,-68799,26829,-31647,12480,-40837,22898,-44408,24192,-36043,14160,-21081,rock
918,58835,-22441,-49460,21951,-25371,23928,-42288,30310,-39897,32632,-26041,15728,-21631,rock
919,58202,-25594,-59152,27398,-31276,19501,-50374,17981,-59421,8430,-41134,12195,-22026,rock
920,59613,-16349,-49104,7567,-49647,6437,-47753,20996,-69482,30612,-32696,5922,-20343,rock
921,60235,-16499,-56816,8050,-51470,-1214,-47278,21889,-78141,31283,-21380,3032,-13987,rock
922,61452,-24496,-62735,2083,-55656,4996,-46356,18991,-73943,21426,-33214,6578,-18587,rock
923,58995,-20199,-44907,12632,-52503,2383,-55037,19035,-69893,14948,-29244,19506,-8891,rock
924,61061,-26329,-69897,29446,-36107,8257,-40419,14505,-65169,15988,-31345,5443,-24566,rock
925,61487,-33412,-65047,27972,-39726,315,-40981,24264,-54938,42308,-33042,6069,-16145,rock
926,60008,-22175,-51775,19485,-37753,13337,-35258,30876,-58936,25007,-27959,10510,-17984,rock
927,56527,-37216,-37813,12814,-8800,16967,-19478,15965,-34527,11170,-1038,-4898,134,rock
928,58286,-13708,-64306,37655,18761,22622,91,-4149,-18467,-654,-31522,-19383,-7890,rock
929,60387,-29809,-29830,27817,-20489,15390,-22560,3789,-20146,7067,-2114,1847,-7115,rock
930,56725,-41239,18061,22587,-27581,17030,-34025,7318,-24784,-3748,-8427,3711,-10974,rock
931,58345,-29597,-43200,-4406,-31593,-27684,-3135,-12956,-28857,-9531,-10772,1839,-3099,rock
932,62681,-27733,-46495,10066,2985,-5835,-13635,-6621,-4360,-688,-2235,5122,-3091,rock
933,56226,5554,-47038,2341,-7895,-6564,-38069,-4940,-2760,-11224,-20579,-1752,629,rock
934,62906,-41960,-32504,7871,1664,5814,-7250,9681,-10563,18631,-6542,-2064,-3604,rock
935,54417,-10139,-14628,11874,2014,1612,9745,22993,-2036,-8701,16002,2355,18,rock
936,63999,-42238,-37374,-5328,3005,4314,-24328,23639,-729,14741,-2794,3349,-10260,rock
937,59172,-34943,-48956,8347,-3849,-14351,-4188,14818,-17474,-3297,143,-2592,-5852,rock
938,62697,-46646,-43658,-13121,-1189,5336,7094,17529,-5384,-1071,783,632,-7676,rock
939,59629,-29905,-41855,-24100,28793,-449,-9103,-12483,3248,-15125,-17665,-7553,-5725,rock
940,60157,-48692,-30004,17113,2818,-950,2792,-4875,2255,-964,-4798,-5677,-19264,rock
941,61299,-39557,-50193,-14252,9426,1056,4299,-14455,-2566,-4796,-2834,-2834,-6484,rock
942,58519,-37409,-27974,4194,-2600,-15887,-8781,-16335,-2943,-9087,-12369,-9052,-3371,rock
943,59685,-36877,-55430,-6520,-5919,-3446,24753,-8140,8381,8303,-8663,-6231,-5997,rock
944,56568,8885,-31720,-21643,-17813,-3292,1609,-4222,-1790,-10443,-7825,-2751,11934,rock
945,54620,18123,-86086,78764,-8078,-16164,-14240,-46458,-14941,-21039,-14998,-34223,-6471,rock
946,58180,-21578,-41592,-19931,404,848,-21774,-20898,-2981,22334,18224,10448,-9771,rock
947,60358,-48400,-36300,13587,3899,-12025,-12,-437,-10042,-1434,6023,-3533,6673,rock
948,57865,9338,-70930,20773,-27016,16989,-23402,7939,-15724,-13317,-1803,-18049,-6913,rock
949,54546,-6441,-24100,-1389,-10125,-16182,-14919,5459,7244,-15867,-2576,-2966,3400,rock
950,53519,-390,68,1707,-21085,-10221,7789,-1727,-16369,-1880,9225,6228,10406,rock
951,59548,-41813,9036,3379,-21940,-10551,-9156,-10044,-9365,-371,226,11875,3375,rock
952,52692,-6803,-10174,-6087,850,-29745,-3515,-27247,-36185,-10797,-5372,-10490,-6076,rock
953,63908,-57644,-35591,-4002,4096,-6465,-7014,-2081,-10402,1488,6076,1725,-1572,rock
954,54637,-29214,-43584,-12248,-2794,341,-18327,-19904,-14354,-21442,-9690,-5345,-10005,rock
955,56130,961,-18336,-25557,-11415,-21896,-19497,-8082,-14477,-8101,42,-483,1086,rock
956,62879,-54606,-18861,7612,-12258,-1430,-14333,6353,-8105,-2002,7904,-3576,629,rock
957,60646,-49222,-3617,-37714,-11151,-260,-10632,-46,-7573,-16805,5015,4358,3689,rock
958,55257,-17852,-1837,-32695,-22427,-17152,-8309,-5111,-21985,-7372,-12129,-6577,-6263,rock
959,50932,-15250,24451,-26445,-24557,-6378,3235,-8599,-17248,-13771,-13639,395,-587,rock
960,58083,-32122,-29607,-27354,-2955,-7065,-2206,-8518,-7176,-8633,1044,1430,-1132,rock
961,52829,-10868,35311,-8632,-16089,-20074,-25867,-24910,-33234,-32044,-2542,7402,17190,rock
962,52778,-36825,28777,-13551,-9165,-14998,-11466,-5521,-13629,-16862,-2988,-10443,-2629,rock
963,47862,7909,28159,-7554,3506,-14623,-6078,-645,-16559,-4083,565,5822,8728,rock
964,56571,-17659,-46909,14733,-31943,34540,-54747,33808,-62074,12404,-32348,16262,-20139,rock
965,58468,-22147,-63256,28358,-45801,25585,-40998,36777,-29640,21551,-27479,7958,-14310,rock
966,49535,-18995,-39475,25694,-18058,2520,-70277,34068,-52559,667,-23356,7425,-31245,rock
967,56722,-27861,-28380,28747,-34483,2562,-58102,45393,-43141,21264,-28630,13731,-22902,rock
968,56785,-31799,-28642,30948,-24079,24386,-44979,36588,-60009,20311,-25257,7448,-19911,rock
969,53193,-29654,-32422,29459,-41702,996,-85012,33159,-75788,11072,-6932,3028,-7240,rock
970,54016,-32207,-41153,53922,-32243,16589,-66138,12559,-64869,7111,-46101,-98,1935,rock
971,58008,-18673,-33913,21731,-32572,31815,-29325,29945,-35303,19986,-17033,24138,-27340,rock
972,57526,-12110,-17747,23570,-36092,23064,-39535,24201,-28569,26424,-22811,24217,-28138,rock
973,59276,-24309,-34552,24149,-35089,29593,-42448,31442,-37619,21087,-26737,16793,-26212,rock
974,58275,-19645,-31783,41139,-39833,29320,-40256,14797,-26714,21336,-22770,20717,-19324,rock
975,57298,-27811,-20838,30739,-36432,33672,-44194,22178,-33375,23089,-24398,13436,-33632,rock
976,55650,1330,-28185,24138,-36367,25023,-43684,25252,-31705,8629,-23866,17170,-23619,rock
977,57015,-25023,-28241,21281,-22181,23043,-23506,42917,-37197,27611,-31031,19342,-26112,rock
978,55742,-7901,-12628,17281,-28100,41784,-51942,20653,-27825,24956,-28296,7737,-32406,rock
979,57808,-16192,-49252,19911,-47524,18735,-44002,13028,-36409,22574,-41846,8623,-23472,rock
980,58929,-34342,-45389,18697,-51388,17661,-44623,13073,-38826,33378,-54356,7765,-15950,rock
981,56942,-29810,-54399,14128,-57777,10811,-40645,14287,-39030,39437,-29728,3979,-19751,rock
982,59073,-46636,-45882,11541,-49258,21474,-40495,31564,-38982,36411,-44840,14232,-13362,rock
983,56204,-18022,-31289,33989,-36709,11166,-49578,13996,-40839,22058,-39472,19404,-15659,rock
984,58445,-33565,-37257,8223,-41512,25307,-40058,14905,-40114,24020,-45037,14282,-23761,rock
985,53944,-18175,-59813,22285,-44909,17803,-47545,17840,-39160,22344,-33644,6801,-13071,rock
986,54757,-29909,-53122,26672,-30439,233,-55960,14018,-49699,15665,-18129,18325,-22368,rock
987,61089,-25049,-57843,8103,-23390,20648,-51403,46487,-43776,32897,-35344,9852,-27832,rock
988,57511,-33776,-72714,19174,-36521,13149,-49586,15815,-26349,22080,-32962,19010,-26045,rock
989,54084,6149,-49067,16850,-40484,24567,-27380,26494,-29402,9950,-24930,8749,-14764,rock
990,60392,-30198,-45558,22317,-82322,12740,-49940,25631,-36530,2078,-15906,30046,-9901,rock
991,59408,-26931,-64772,18900,-29222,8850,-30595,34227,-52037,36226,-27981,12824,-15857,rock
992,59432,-30938,-68171,14258,-27457,2235,-50707,11704,-42115,24669,-33182,14115,-19761,rock
993,56809,-3895,-66683,15020,-13388,7036,-42548,23896,-41429,24045,-13402,13421,-33044,rock
994,59057,-35739,-65832,32887,-6168,27436,-35431,25327,-43266,19419,-34613,7954,-30906,rock
995,54430,-10754,-40411,34634,-19094,-3989,-48034,24227,-43243,28879,-14393,25878,-28064,rock
996,54529,-10042,-50762,18668,-19858,10263,-48365,27986,-42206,13753,-27863,36970,-19172,rock
997,56245,-14246,-68377,29210,-22716,5684,-29451,16653,-38451,1965,-39329,17896,-23751,rock
998,50095,6348,-26653,48683,4078,14096,-50276,17663,-36099,30885,-32622,16614,-30841,rock
999,50445,2596,-44855,26479,-13754,22210,-23019,18978,-31012,32892,-7153,25754,-39389,rock
