,data,rate,genre,DCT,NRG
771,[ 9677  7140  7447 ...  4833 10008 12598],22050,pop,"[181398.          -8032.81435997  -3128.99764041   7081.94283311
   2211.68171963  13857.87869769  -9249.37531763   9366.06365368
   3427.68171963  -5064.38335851]",
772,[11728 13039 10771 ...  3184  1387   358],22050,pop,"[185828.          27021.64033258  -7175.25064682  25666.7020407
 -17366.31832123   2059.09494682 -11510.88954666   5306.70626582
  -1470.31832123  -6158.1845295 ]",
773,[  3501   4462   2446 ... -10205 -11287 -10895],22050,pop,"[80202.         -4999.10187583 -2020.49704866  6851.99424142
 -2475.90197947  6458.71333936 -7423.44776208 -4328.17108422
 -1206.90197947 -1276.37079889]",
774,[  848    -4  1207 ... 12794  7621  9487],22050,pop,"[12016.          1222.89477385  -340.98965489 -2204.35892842
    14.18016682   933.38095117  3414.17282153 -1975.32635871
  5786.18016682  -108.42445929]",
775,[ -3475  -2751  -3100 ... -14572  -9106 -14160],22050,pop,"[-82898.           9095.32035828   1006.1609782    5042.36343494
  -8682.02879068   1189.35360596  -2172.41917823   -985.57202793
    866.97120932   -605.23908332]",
776,[ 4022  2322  2311 ... 11829 12001 10691],22050,pop,"[ 86668.         -18993.37326437   2900.07680983   9817.63477778
   -663.58240589   3682.61211642   1900.12091644   1704.13202525
   -152.58240589   1465.76991751]",
777,[-4543  4708 -5027 ... -4096 -4924 -4689],22050,pop,"[-12370.          -8779.67205885   5701.70597893  -9897.71333222
   1758.16149224  -6489.82603773   2887.71344317 -45468.79455938
 -18501.83850776   4167.28912474]",
778,[ 1325 -3807  1402 ... 21475 19400 20970],22050,pop,"[-14192.           -793.92102241   1293.75724765   4591.30696578
   3846.1720362   -7051.26882199  19636.53169947   2342.41549104
   2077.1720362   28355.82105007]",
779,[-1463 -1840 -1378 ...   757   848   882],22050,pop,"[-33652.           1495.01943976    909.95429383  -2762.60303445
   1345.63886712   -571.3422792    1700.59053953   1154.05858975
    816.63886712   -927.20985768]",
780,[10247 14729 11686 ...  6657  7649  2574],22050,pop,"[124406.          64591.39813276   -581.40414132  11359.87693803
 -31830.15930843   -609.52604538  -4052.58858317   -535.27642643
 -11413.15930843  -4883.09843803]",
781,[-4374 -2996 -2480 ...  5144  6043  6263],22050,pop,"[-36706.         -24907.3853207   11675.04122926  -7247.41395267
  -1101.18847051  -5482.90598132  -2715.48840819   1986.49046247
   1201.81152949  -2183.79374652]",
782,[-1349 -1661 -2571 ...  5623  4539  1774],22050,pop,"[-6.56780000e+04  1.24468234e+04  7.36784788e+03  1.20121425e+01
  4.81534075e+02 -2.40416306e+01  3.10930337e+02 -5.14063956e+02
 -1.13446592e+03  4.22508686e+02]",
783,[ 2895  2747  1881 ... -6097 -6502 -5561],22050,pop,"[48424.         -4071.81751132  8751.29782313   253.01343647
  2055.95505504  -390.32294321 -1825.46060239   154.38722897
  -276.04494496  -561.51486087]",
784,[-16858  -5808 -11140 ...   1075  -1036   1587],22050,pop,"[-242384.            6463.4324902    -6719.51534425    8103.55584348
  -38356.97808759   -8406.08541475   26494.60631031  -95724.52838482
   30325.02191241    5675.5296352 ]",
785,[-14037 -14735 -15211 ...  -2116   2741   3564],22050,pop,"[-2.84330000e+05 -5.48787270e+03  1.91125890e+02  4.33532279e+03
  2.25331364e+03  7.04419775e+03 -8.14374213e+03 -6.96719992e+02
  4.82831364e+03 -1.41840560e+02]",
786,[ -888  -777  1711 ... -4981 -5538 -8264],22050,pop,"[ 44382.         -16476.70055345 -13393.52737556  -9081.31536041
   7317.84370583  -5282.08765546   3790.50253135   1532.3056644
   3846.84370583  -1695.89196225]",
787,[ 3137  3387  1061 ... -1160 -5075 -3883],22050,pop,"[63400.         -9339.07866842 10050.05299598 -6609.49055654
 10750.40426542  2339.10923217 -3033.70726636 -4482.20985623
 -5864.59573458  3222.30150867]",
788,[1359 1039  579 ... -240 -377 -446],22050,pop,"[-4966.         13381.60663602  1598.70532855  1145.99604817
   270.05764747   250.31580054  -336.7881715    274.00080572
   233.05764747  -507.18088971]",
789,[-555 -610  255 ... 1947 2425 2565],22050,pop,"[  9200.           -576.85812652 -12204.19165726  -1959.05310162
   3364.13996683    718.42048969    288.15966561    376.88171367
    844.13996683   -375.97582476]",
790,[11425 10828 10001 ...  2554  3182   706],22050,pop,"[260812.         -27001.88898288   1537.87873299   5832.78083064
   4569.5257716    4236.98383287  -4517.14223847  -1106.11715401
    678.5257716     694.0403297 ]",
791,[ -8292 -13469 -11563 ...  -5862  -3974  -1833],22050,pop,"[-218482.           -2964.37734989    4423.11431983    6248.47120693
    4232.88289265   11663.01924889    2825.6379304    10212.27306962
    3588.88289265    2538.93782027]",
792,[ 5464  4894  4320 ... -1325  -852  -602],22050,pop,"[ 1.03192000e+05 -5.03718961e+02 -6.65419335e+03  9.95552830e+03
  2.72999644e+03 -1.85261977e+03 -3.64054826e+02  8.05680106e+02
 -2.01003559e+02  7.22702728e+01]",
793,[ 2378  -285  -354 ... -2153  1225 -2441],22050,pop,"[-1342.         15625.38957683 -8419.91066368  3001.17173243
  8993.30697803  8141.62747858   132.37981561  1697.38230175
   939.30697803  1152.72465333]",
794,[ 6841  1855  4904 ... -5089  1461  1758],22050,pop,"[  390.         44260.10106675 12813.83258699 -8294.69300625
 13433.14119392 -5137.8378721   9430.86101226  3052.17244222
 14408.14119392  6953.59884347]",
795,[-32465 -31231 -32474 ...  10586  14067   3112],22050,pop,"[-578376.          -55965.51162666   37571.47815698  -13556.45795398
   -1573.11609418   -2214.65843868    9067.76897034  -19031.4864289
   14329.88390582  -13542.47718901]",
796,[ 8379  7868  9105 ... 17481 20331 15000],22050,pop,"[ 2.11078000e+05 -1.29718633e+04 -1.13750742e+04 -7.89080400e+03
  2.97343386e+03  7.75696139e+03  2.12805348e+03  2.23292574e+03
 -4.03556614e+03  2.67775199e+01]",
797,[1617 1479  976 ... 9516 9421 7876],22050,pop,"[22998.           652.42901558  2643.08094269  1924.90881987
   529.71633455  -527.50165877    95.75035465  -359.39789797
  -639.28366545   298.27431294]",
798,[ 3513  5283  9367 ... -7512 -6760 -3714],22050,pop,"[125550.          43455.91462237 -62576.30152325 -14600.68670894
 -18081.22871135  15246.63641594  15972.83921759   3259.43250547
  -7886.22871135 -16795.17667971]",
799,[-2974 -2680 -2235 ...  1642   370   -50],22050,pop,"[-63782.            452.36345836   5893.39141064   -515.03128536
   -771.87748065  -4153.54523269  -3257.90464578   1219.49442009
   6069.12251935  -2522.05777809]",
800,[  340   254  1274 ... -2180 -1659 -1168],22050,reggae,"[ 33094.           -346.07658946 -15196.88969674  -6204.10583024
   7449.89339575   1310.97597232   -751.80352819   2336.27652803
  -1437.10660425    300.87510037]",
801,[-1755 -3074 -3141 ...  1022   953   825],22050,reggae,"[-51068.          -8227.18848442  12048.51588122   1116.14270375
   1332.43413538    622.25396744   1750.09572878   1522.04035624
   1176.43413538    354.24322259]",
802,[-1705 -2892 -3230 ...   313   482   578],22050,reggae,"[-57346.           -737.71168162   4620.76986354   5984.20960197
   2662.12681121  -2088.79343163   1735.98556105    966.46617993
   1470.12681121    223.05164765]",
803,[ -650 -1883 -2957 ...  3011  3309  3270],22050,reggae,"[-1.41986000e+05  5.57785699e+04  1.29210203e+04 -9.85140277e+03
  6.23573197e+03  4.70933116e+02 -8.69715031e+01  3.04661647e+02
  1.39373197e+03 -3.51107710e+01]",
804,[  1314   1835   1293 ... -11311 -11665 -10697],22050,reggae,"[10530.          9464.16763415  2527.9132657  -1557.19777194
  -572.35638791 -1319.46125369  -653.62031877  -980.53935069
  -637.35638791  -428.41647195]",
805,[ 7576  8504  2513 ... -1293 -1491 -1452],22050,reggae,"[51746.         34396.41756424 14942.00429401  6022.82999696
 11550.9584407  -8401.84277406  -396.72746028 -9743.78734733
 -6522.0415593  -2523.32195809]",
806,[ -611 -1152  -256 ...  -669  -811  -911],22050,reggae,"[ 18680.         -10437.01346448 -13216.84007676   3418.89986635
   2690.90006009   1397.24299962    650.68301449   1494.3684006
    470.90006009     69.20064608]",
807,[ -435  -838  -730 ... -1243 -1073  -965],22050,reggae,"[-1.52020000e+04  5.84199834e+02  1.88484162e+03 -1.17450790e+03
  5.12765851e+02  1.21198102e+03  7.10138771e+02  4.83324172e+02
  3.76585140e+00  1.15462105e+02]",
808,[ 1190  1742  1603 ...   647  -446 -1537],22050,reggae,"[31142.         -2038.99678208  2714.91586082 -2248.31671338
 -1516.26192611  -289.91378029  -467.07265886  -481.54213197
  -847.26192611  -314.67642772]",
809,[-1797 -2892 -2647 ...  5589  6047  5030],22050,reggae,"[-53626.           2069.98745967   1384.22965469   1869.56126414
   1371.28823734   1254.40742982   1273.45720897   1434.10014884
   1144.28823734    425.982816  ]",
810,[-189 -216  -53 ... 1718 2245 2271],22050,reggae,"[-2152.           -74.09859147  -658.42774006  -545.95439979
   186.73954017     5.65685425    53.08400061   271.48235853
   177.73954017    47.20721452]",
811,[ -862  -943  -442 ... -1827 -1964 -1844],22050,reggae,"[ 15442.         -18422.74279711  -1019.81740177   5438.94298798
  -4399.06916374   1132.78506346    586.78570794    246.40520188
    769.93083626    268.02888199]",
812,[-2254 -2726  -445 ...  1310  1155  1555],22050,reggae,"[ 17534.         -19675.71211553 -19859.52204502   3474.67246624
   -611.2291236    2156.67568262   1539.72534678   3247.74535532
   1326.7708764     626.9083713 ]",
813,[-2811 -4681 -4163 ...  1132  1003   645],22050,reggae,"[-59966.         -10774.86292736   1325.31645399   4437.82962112
   3634.00293255   1865.34768877   2049.30141677   2615.61300524
   1822.00293255    553.63684607]",
814,[-2302 -2698 -2022 ...  1343   742  1767],22050,reggae,"[-18606.         -14807.30513428  -3788.91497427   2411.61240043
   1178.53655473   3169.25259328  -3077.70179155  -1914.24115899
   5831.53655473    283.10612082]",
815,[ 259  161  376 ... -241 -275 -227],22050,reggae,"[ 1862.          2373.28893889  2101.13789469 -6471.32716565
  3751.42865727 -1689.98520704  3188.57798203 -1702.41194799
   765.42865727  -608.53749839]",
816,[-4797 -7370 -6921 ...  4330  4541  2251],22050,reggae,"[-159480.           13970.10259359    7837.35404817    2322.49124212
    4178.54468535    1185.11096527    1529.01652172    4961.93078289
    2708.54468535    1546.13157939]",
817,[3866 6018 5290 ... 3088 3321 2807],22050,reggae,"[109050.          -4184.14427123  -1242.14027719  -3226.710302
  -2296.66161963  -2688.41998207  -2949.4690254   -2760.38777621
  -2546.66161963   -915.14188489]",
818,[ 4702  5403  3063 ... -3540 -2947 -3389],22050,reggae,"[86100.          3421.33505543  -106.91956722  3326.64916106
 -2479.0318963   6808.02408926 -1230.57433995 -5614.40654383
 -5014.0318963  -1651.75632533]",
819,[-772 -995 -801 ...  224    8 -291],22050,reggae,"[-22760.           2748.65308477    427.4454267     208.25192419
   -296.73762079    -76.36753237    159.02957961    817.86013619
    453.26237921    270.61070427]",
820,[ 4093  6370  5515 ... -2622 -3112 -3036],22050,reggae,"[120220.          -6895.10908813  -2348.58775322  -2064.28435542
  -3006.00485193  -2257.08484555  -2715.8903817   -3535.66812994
  -2971.00485193   -954.58872695]",
821,[1072  924 -306 ...  214 1094 1708],22050,reggae,"[-28510.          13108.24339271  17026.62964196  -2022.57332786
  -2206.03590813   -321.02647866   1015.18866991  -1583.17450721
   -551.03590813   -377.07130699]",
822,[-1260 -1881 -1413 ...   845   845  2093],22050,reggae,"[-24728.          -4749.57631632   2677.63923702   -280.63723597
    109.68573145    664.68037432   1171.19943494   1361.40244636
    793.68573145    307.39378049]",
823,[ -420   423   994 ... -1685 -2229 -1725],22050,reggae,"[ 5774.            -6.31892299  -551.02542513 -4785.17590616
  1505.43148286 -5106.72517373 -1639.10828833  2668.00903637
  -881.56851714   796.58483554]",
824,[-3106 -5026 -4716 ...  -127  2045  5492],22050,reggae,"[-86530.          -3074.1214922    6615.43861349   2700.72936899
   2410.49251598   2210.41579799   2085.53037645   2389.41569595
   1965.49251598    716.81417303]",
825,[ -64  -95 -111 ... 9692 7801 6075],22050,reggae,"[-2130.          -200.70394649   677.27735696  -100.80135982
    39.39512163    24.04163056   -28.29101889    52.11703903
    34.39512163    15.25863571]",
826,[ -325 -1083  -916 ... -3961 -5079 -3875],22050,reggae,"[ 7774.         -7179.13643773 -8927.86537916  3353.17597744
  4369.84314576  2323.55288298   -58.00665194   846.25298791
  -347.15685424   229.21333567]",
827,[-2102 -3560 -3526 ...  4496  3441  2593],22050,reggae,"[-89732.          16282.15446746   1035.26037913   1975.0117812
   2117.79362891   1824.33549546   1212.87301372   1850.18331057
   1278.79362891    438.47015762]",
828,[ 384  625  646 ... 1949 1787 1441],22050,reggae,"[14736.         -1540.77510417 -1155.32826954  -126.28716663
  -367.66755084  -248.90158698  -248.76010451  -176.30078915
  -260.66755084   -93.53962609]",
829,[  -88  -166   -86 ... -3814 -4012 -3918],22050,reggae,"[-2028.           709.06080746 -1370.14922662   587.93746955
  -444.87730758   494.97474683   396.55528845    -4.22227838
   -35.87730758    17.4492289 ]",
830,[  83   95  222 ... -437 -556 -568],22050,reggae,"[ 4112.          1748.25785248 -3356.84738135 -1112.61281619
   928.35136291  1159.65512115  -442.25067359  -210.72983648
    82.35136291   -62.13001305]",
831,[-411 -532   70 ... -367   -3  467],22050,reggae,"[ 2026.          1738.32034276 -9156.65259957 -1607.14448304
  3201.59702779   298.39906166   307.92559284   400.86965426
   418.59702779    45.17208066]",
832,[  30  181  344 ... -599 -729 -899],22050,reggae,"[ 1260.           645.33049854   -71.34540133  1591.42489083
 -3270.32459858   -87.68124087   613.07000718   -68.96739091
   204.67540142   -13.07147665]",
833,[ -648 -1125 -1054 ...  -546  -304  -109],22050,reggae,"[  2720.         -15037.45068152   4650.52857099    892.78833619
    314.96629128   1824.33549546    -30.47967193   -124.23468046
   1019.96629128     52.64723991]",
834,[1132 1851 1837 ... 1372 1404 1335],22050,reggae,"[44910.         -6962.14270085  -596.97641957 -1903.95627617
  -474.3432323   -810.34437124  -595.01609599  -960.62736669
  -659.3432323   -306.96347313]",
835,[ -240  -288  -171 ... -2329 -2796 -2917],22050,reggae,"[-1972.         -1601.74590422   154.14622605  -431.81299133
   268.37072977   110.30865787  -172.85526024   328.93313376
   174.37072977    60.3538927 ]",
836,[ 679 1472 1777 ... 2265 2721 2809],22050,reggae,"[30862.         -1200.21753125 -2162.04878958 -4325.03819209
   393.93111629 -2023.73960776   -74.46496821  -501.19204953
  -452.06888371  -143.0980229 ]",
837,[-1172 -2193  -989 ... -1166 -1847 -1824],22050,reggae,"[-2.31160000e+04 -2.12064252e+02  2.99611649e+03 -1.74592113e+04
  1.08185194e+04  3.57230346e+03  2.21575571e+01  2.57064228e+03
  8.51519387e+02  2.08888892e+02]",
838,[ -625 -1183 -1207 ... -3738 -3961 -3849],22050,reggae,"[-15218.          -4550.66406561   3358.43739825    698.88583045
    972.96629128    702.8641405     758.67202535    388.18068873
    361.96629128    119.51113269]",
839,[ -762 -1234 -1162 ...  1151  1248  1210],22050,reggae,"[-25902.           2470.38758538    740.34597418    645.2715365
    554.38580477    584.07020126    541.67595342    559.57104277
    485.38580477    179.28209694]",
840,[ 106 -230 -898 ...  -41 -128 -182],22050,reggae,"[-13034.           1448.21286107   2657.1163692    4350.44164564
    394.91293568   -541.64379439   -271.47301988    398.30762444
   -728.08706432     67.23119216]",
841,[2038 1891 2007 ...   89   -9  -50],22050,reggae,"[30036.          5133.3362063    783.499056    -520.14883441
 -1222.72209269   667.50880144   497.37232457   632.14089648
  -230.72209269   123.58992749]",
842,[-8882 -7395 -3068 ... -1550 -1500 -1570],22050,reggae,"[-15868.         -39010.76136537 -38268.27817901 -14769.24396424
   4160.24831739   3198.95107809   1131.86801973   2339.17770039
    334.24831739  -1655.62982128]",
843,[2681 2164 1786 ... 1555 1736 -590],22050,reggae,"[ 3.66940000e+04  3.98601856e+03  6.05496137e+01  4.17940245e+03
 -7.44508497e+01  9.57422582e+02 -2.56660142e+01  2.87239035e+02
  1.85491503e+01  4.33235631e+01]",
844,[-4672 -4614 -2419 ... -1412  2925  7591],22050,reggae,"[-54406.         -16740.1499132    5705.25492489 -10211.46957716
  -2475.35684102  -2671.44941932   5999.60634059     92.24552254
   3472.64315898   -385.73141139]",
845,[  841 -1071  -635 ...  1584  1166  1283],22050,reggae,"[ 7730.         -4852.31740812 -3480.26091174  3417.24153778
  7394.25170304  1947.37207539   280.58686038  3608.79021928
   349.25170304  2125.08380929]",
846,[-2705 -3981 -5925 ...  -462  -377  -829],22050,reggae,"[-1.16282000e+05  6.77373100e+03  1.83619990e+04  6.55718917e+03
  3.58527892e+03 -2.72801796e+03 -2.65060775e+02  6.75567834e+02
 -1.03721080e+02  2.85433660e+01]",
847,[-2363 -1689  -707 ...  -931 -1434 -4121],22050,reggae,"[-3.22160000e+04  1.10555412e+04 -1.44843216e+04 -9.30543096e+03
  5.26850449e+03 -6.95793073e+02  6.76962268e+02 -1.39945053e+03
  2.65044854e+01  5.37654937e+02]",
848,[ 1549   776   -84 ... -9174 -9284 -9507],22050,reggae,"[-8116.          7664.46343592 10066.77615046   697.81315718
  1912.60442527   -33.9411255    388.62312916   -97.36428521
   220.60442527    40.56147222]",
849,[-4592 -4863 -2038 ...  2405  1946  1807],22050,reggae,"[-73846.           6477.7573667  -17426.21953956   3209.15575643
  -6201.31674799  -5853.42993466   5454.06614913  11618.61831907
   -558.31674799  -5325.72203414]",
850,[ 1305  1352  1112 ... -1792 -1461 -1370],22050,reggae,"[12878.          6899.70719004 -1087.49637073  2137.23367565
   -30.03873372  -391.73715678 -1702.54269951  -325.13514992
  1165.96126628    99.45874362]",
851,[-4617 -5026 -5154 ... -1180  -828    62],22050,reggae,"[-1.07316000e+05  4.08604481e+03  1.49171885e+03  1.08658087e+03
  5.03866071e+02  4.27092496e+02  7.02485521e+01  3.35426745e+02
  4.21866071e+02  2.03471651e+02]",
852,[2111 1878 2658 ... 3529 6256 1244],22050,reggae,"[ 61558.          -4941.54444543 -10823.7182346    4355.41603422
   2208.69923321   1477.85317268 -10600.8652278   16471.69707311
 -12785.30076679   9569.55198504]",
853,[-4373 -4161 -3998 ...   752   871  1187],22050,reggae,"[-7.54060000e+04 -4.85356329e+03  1.84383498e+02 -8.44777896e+02
 -6.26972503e+02 -8.06101731e+01 -5.16500318e+01 -9.30693731e+01
 -6.39725025e+01  4.87807604e+00]",
854,[-1143   199 -2049 ...  3312  3274  3438],22050,reggae,"[-24294.         -10578.27752431  23839.57976904  -3449.6602975
  -8872.54231287   7592.91261638  -8064.65910227  -1362.32988107
    299.45768713  -8686.09082071]",
855,[-1474 -1472 -1571 ... -5494 -6226 -6388],22050,reggae,"[-35330.           3710.38724368  -1968.51686982   1842.06928556
    438.0356281   -1786.15172928    373.72628119   1116.7420613
  -1251.9643719     383.59668615]",
856,[-1658 -2030 -2312 ... -1783 -2211 -2444],22050,reggae,"[-42530.            603.82258233   2114.04693579   1020.86201883
    417.63932023    912.16774773     50.05550216   1031.01216087
   -462.36067977  -1080.66319995]",
857,[8496 8891 8629 ... -744 -646 -606],22050,reggae,"[ 1.76188000e+05 -3.89128871e+03  2.65758086e+03  1.76180158e+03
 -3.27544994e+03 -3.95979797e+02 -1.31867203e+02  8.63563145e+01
 -1.19444994e+03 -3.23465511e+02]",
858,[-766  621 1472 ... 3066 2559 2062],22050,reggae,"[ -6690.          17363.16023418 -14580.34893223  -6195.69140714
   2613.45112975  -5157.63686197   -885.97687015   -656.22310421
   1013.45112975   -249.75569502]",
859,[ 3042  5076  5231 ... -8583 -7208 -5241],22050,reggae,"[ 50228.          31108.14430275 -17194.84222524  -1920.16997665
  -1440.31838734  -6615.69104478   -764.28126304  -1208.50600766
  -2269.31838734   1197.83576898]",
860,[-200 -204 -179 ...  -35  -30   10],22050,reggae,"[-2.92200000e+03 -5.99671712e+02 -6.82486016e+01  2.96673952e+02
 -2.70782113e+02 -2.68700577e+01  1.44454589e+02  1.23453213e+01
  2.17887361e-01  8.60214787e+00]",
861,[-4314 -4443 -4496 ... -3257  2246  2142],22050,reggae,"[-9.30600000e+04  4.94993817e+03 -3.99541554e+03  2.07388792e+03
  3.42628084e+02  2.65872150e+02  2.52915240e+01 -1.57640709e+02
  5.76280840e+01  1.70828768e+02]",
862,[  -86  -123  -127 ... -3080 -3045 -2942],22050,reggae,"[-2.46000000e+03  2.78694540e+02 -2.67692955e+02  2.72952141e+02
  2.70344419e+01  4.80832611e+01  2.90771665e+01  9.82316491e+01
  2.03444185e+00 -7.71039902e+01]",
863,[-1412    47  -743 ... -2503 -1952 -2420],22050,reggae,"[-25224.           4558.72674595   3596.46776005  -4735.12029652
  -2031.6101834     466.69047558  -4041.34688575  -2328.76305595
  -1664.6101834     311.04479189]",
864,[11475 11420 10779 ...  4932  5603  2450],22050,reggae,"[252244.         -21893.22948992   9744.23992046    905.20334353
   2651.1930424   -2409.81991028    446.89302135   -725.06534968
   -345.8069576    -573.28670615]",
865,[ -404  -882 -2196 ... 12356 20164 22190],22050,reggae,"[-63950.          17351.63015076   9255.41824368   3717.68388116
    333.97368877  -2507.40064609    667.88706722    237.04328893
   -486.02631123  -1055.38625631]",
866,[ 2046  1577  1167 ... -1371  -442   858],22050,reggae,"[ 3.56600000e+03  1.70467090e+04 -9.87314480e+02  1.77214524e+03
  6.25128451e+02  1.59099026e+03 -1.38827595e+03  5.38616618e+02
  4.57128451e+02 -2.27276269e+00]",
867,[-2361 -2243 -2200 ...  6924  6520  5965],22050,reggae,"[-5.02560000e+04  2.54752110e+03  7.78366862e+02 -1.61572956e+03
 -3.00850996e+02 -5.65685425e+00  4.20716980e+01 -1.57910135e+02
 -2.78509963e+01  2.65823406e+01]",
868,[  551  -739   749 ... -3376 -3422 -3588],22050,reggae,"[ 3252.          -449.6278629   -281.56556479  1230.07883412
  -146.69888707 -2175.06045893  3211.69127295  7240.67459636
  -832.69888707  1527.07047528]",
869,[8071 7594 5829 ... -290   16   29],22050,reggae,"[ 6.33700000e+04  3.95611855e+04  1.08296986e+04  7.62665191e-01
  4.03176540e+03 -5.09258304e+03  2.34515136e+02  5.85502828e+02
 -1.30823460e+03 -6.14564358e+01]",
870,[3943 5571 6008 ... -968    1  773],22050,reggae,"[ 80818.          19299.52294218 -10914.21685617  -6062.76404145
   -305.72327893  -3389.86990901  -1535.3616566   -1585.42090562
   -304.72327893    650.84478486]",
871,[ 257  850 1173 ... 5915 6449 5855],22050,reggae,"[20146.         -3395.93498936  -203.35093019 -1775.92693689
 -1085.28869045 -1704.12734266  -751.29780992  -100.82287552
   776.71130955  -273.21019496]",
872,[ 9331  7889 10456 ...  1310 -1277 -1030],22050,reggae,"[ 1.31292000e+05  4.05426561e+04 -2.39082086e+04  1.11499268e+04
 -8.04859155e+03  4.63296363e+03  7.75040793e+02  1.21582215e+02
  2.42040845e+03  1.53459569e+04]",
873,[-6414 -6938 -7308 ...  9301  8962  8568],22050,reggae,"[-1.25642000e+05 -1.06611353e+04  6.64487341e+03  1.10729739e+03
  1.87213850e+03  3.40825469e+02 -1.22749178e+02  7.28307548e+02
 -3.91861499e+02  7.43131883e+01]",
874,[-6414 -6938 -7308 ... -7034 -6373 -4972],22050,reggae,"[-1.25642000e+05 -1.06611353e+04  6.64487341e+03  1.10729739e+03
  1.87213850e+03  3.40825469e+02 -1.22749178e+02  7.28307548e+02
 -3.91861499e+02  7.43131883e+01]",
875,[ 3775  2187   298 ...   730 -5107 -7026],22050,reggae,"[ 43332.         -11482.91337646  11059.46715122  24513.64160665
  -9299.42153983   2958.53477248    960.08141899    181.94220632
   -275.42153983   -414.71026408]",
876,[-3204  1541 11660 ...  7961  6059  1126],22050,reggae,"[ 153676.            3169.81872614 -130430.52113138   66378.09212277
  -62524.04412046  -19238.96130252   18300.55620454   11836.7209522
   10937.95587954  -15526.40591006]",
877,[-4362 -4144 -4067 ...  3648  3823  3628],22050,reggae,"[-64298.         -11043.69349968  -1916.91183959   3499.62671485
  -2269.02585813   1067.73123959  -1479.12609309    149.92211122
    -90.02585813    329.04422552]",
878,[  245   220   211 ... -4038 -4423 -4265],22050,reggae,"[12184.         -4308.25422797  -427.510939    1048.75882747
   130.24109298    93.33809512  -124.89754615   -65.62349561
    73.24109298   -34.81358614]",
879,[2003 1310  396 ... 1151 2268  759],22050,reggae,"[20662.          1663.42859804   438.80215071  6437.64875332
  3566.5211997  -1294.00540957   -33.72940155   308.51473174
  -724.4788003    230.13580423]",
880,[-5271 -4736 -5092 ... -1021 -1017    58],22050,reggae,"[-166924.           40286.47953907    -490.79746572  -10627.71974899
    4760.80870391   -3204.60793234   -1115.58408363     835.59301541
    -767.19129609   -1115.28991627]",
881,[-3358 -2231 -1407 ...   568  -295 -1676],22050,reggae,"[-99158.          35256.26591848  -5344.65838332 -13179.12371455
  -3423.91677443   1769.18116653   1893.67150415  -5470.87031035
   2715.08322557    340.11417074]",
882,[-3358 -2231 -1407 ...   568  -295 -1676],22050,reggae,"[-99158.          35256.26591848  -5344.65838332 -13179.12371455
  -3423.91677443   1769.18116653   1893.67150415  -5470.87031035
   2715.08322557    340.11417074]",
883,[-3500   258  2789 ... -5454 -3662 -2957],22050,reggae,"[-4.27380000e+04  2.57535607e+04 -5.31369908e+03 -2.43845559e+04
 -9.03881401e+03 -6.69912964e+03  3.59453344e+01 -1.26785927e+03
  1.27518599e+03 -4.92839765e+02]",
884,[-261  634 1459 ... 6410 7135 7827],22050,reggae,"[ 8.86200000e+03  3.40901536e+03 -6.25882073e+02 -9.17470001e+03
 -2.96674914e+03  2.05485231e+03 -8.75746328e+02 -4.03327329e+02
 -2.74913706e+00  4.97308537e+01]",
885,[-2630 -2457 -2144 ...  1314   777   644],22050,reggae,"[-55732.           9534.99187499  -8574.50001047   -370.9539672
   1464.46976347  -1261.47849764    688.74492403   -278.07531982
    230.46976347    -56.47313223]",
886,[-6583 -6799 -6821 ... -3062 -2079 -1056],22050,reggae,"[-1.38198000e+05  2.89795566e+03 -6.55687176e+02 -9.31353154e+02
  2.36351928e+03 -5.64271211e+02  4.56962063e+02  1.67744786e+02
 -4.24807197e+01  9.85088795e+01]",
887,[ 3651  3864  3857 ... -6619 -4896 -5129],22050,reggae,"[50438.         14791.53444977  -593.30407995 -3256.17524958
  2804.05098312 -1752.21060378 -3118.88445902  1431.38041686
   550.05098312   837.50192084]",
888,[-2465 -2386  -379 ... -4601 -4019 -7790],22050,reggae,"[-41572.           3911.07597227  -4216.97503514  -2450.06186028
  -2064.32477165  -3074.5002846   -2840.18424632   5825.95351246
   4776.67522835   -900.25290371]",
889,[  -275   -198   -130 ... -10731 -10506 -10047],22050,reggae,"[-3416.          -242.7899547   -221.18467553  -393.75663845
  -199.29682107  -110.30865787    -7.8955248    -12.18990616
    13.70317893    26.68620921]",
890,[ -547  -543  -509 ... -3088  -212  3374],22050,reggae,"[ 1.20000000e+02 -5.23346168e+03 -2.34985300e+03  2.62909188e+03
 -8.14248037e+02  3.39411255e+02  3.98615946e+00 -2.10617767e+01
 -1.09248037e+02 -5.71938178e+01]",
891,[1151 1984 2575 ...  241 1507 2000],22050,reggae,"[27528.          4904.58943858  4081.05476636 -9908.375803
 -3862.34159295  2282.54068967  -529.63855029  -463.40891667
  -321.34159295  -123.982101  ]",
892,[-7164 -9312 -7906 ... -8368 -6752 -3978],22050,reggae,"[-164718.            4517.81478537   -3673.26356198    4129.41095394
   -4345.01580813    1845.5486989    15126.24076908   -2741.15728422
    2383.98419187    -652.45036726]",
893,[ 5771  6046  6144 ... -3210 -4747 -4448],22050,reggae,"[ 1.12392000e+05  5.74090485e+03 -2.22244236e+03 -1.81161227e+03
  1.32567331e+02 -3.87494516e+02 -2.06421845e+02 -3.20245138e+02
  8.65673309e+01 -1.38576757e+02]",
